target,text
0,"FOOT BY FOOT DOWN THE STAIRS. NO TINGE OF TWILIGHT BETWEEN THE FLOORBOARDS. ONE MAN FOLLOWED BY ANOTHER - DEEP SOUTH, BENEATH, UNDER. SLOWLY ENTERING THE CELLAR. PLEASE SAY NO. THINK ABOUT WHEN SHE WAS IN YOUR ARMS. DOWN BELOW. LET THEM BELLS RING AS THEY DID YEARS AGO. LET THAT CHOIR SING AND SO IT GOES. HE BEGS FOR EVERY COIN AS THEY PROMISE TO REAP AND SOW. SHE BEGS TO BE EMPLOYED. DOWN BELOW. PLEASE SAY NO. THINK ABOUT WHEN SHE WAS IN YOUR ARMS. DOWN BELOW. THE POOR ARE GIVING AND THE PRIESTS ARE TAKING. DOWN BELOW. PLEASE SAY NO. THINK ABOUT WHEN SHE WAS IN YOUR ARMS. DOWN BELOW. PLEASE SAY."
0,Won't you sleep in?
0,Escape it all a little bit longer
0,Avoid the clocks in the kitchen
0,Keep away from the radio
0,Won't you sleep in?
0,"Vanish now, escape it all"
0,Let me be the lines of your hands
0,Let this be a song for you
0,I beg you hear my every word before you leave for the moon
0,Let me the lines of your hands
0,Let this be a song for you
0,I beg you hear my every word
0,I'm burning bridges I can't afford
0,I'm severing what I can't rebuild
0,In a debt consuming
0,Around the house
0,Won't you sleep in?
0,"Vanish now, escape it all"
0,Let me be the lines of your hands
0,Let this be a song for you
0,I beg you hear my every word before you leave for the moon
0,Let me the lines of your hands
0,Let this be a song for you
0,I beg you hear my every word
0,Let this be a song for you!
0,Let this be a song for you!
0,Around the house in the light of our moon
0,Around the house in the light of our moon
0,Around the house
0,Around the house in the light of our moon
0,Are we getting closer?
0,She asked me
0,I can't ever tell what you're thinking
0,"We'll just have to wait, wait and see"
0,So you say impatiently
0,Let this be a song for you!
0,Let this be a song for you!
0,Let me be the lines of your hands
0,Let this be a song for you
0,I beg you hear my every word before you leave for the moon
0,Let me be the lines of your hands
0,Let this be a song for you
0,I beg you hear my every word
0,"EVEN THOUGH YOU FELT THAT WAY, I WAS WITH THE HURRICANE LOOKING OUT ON WHAT I MADE. IT WAS THEN I FELT THE HAMMER - ADJUSTED APERTURE, CHASING LIGHT. I FORAGED THROUGH THE GROUND. I WAS LOSING MY SIGHT. DISCONNECTED, UNCORRECTED. NEW BEDS IN NEW HOTELS SET TO REMIND ME OF OUR SHARED HISTORY. EVEN THOUGH YOU FELT THAT WAY, I WAS WITH THE HURRICANE LOOKING OUT ON WHAT I MADE. EVEN THOUGH YOU TOLD ME MONTHS BEFORE, SOME THINGS I COULDN'T SAY LOOKING OUT ON WHAT I MADE. A STORY MORE INTACT - I'LL TRY TO PROVIDE, BUT WITH THE CONSTANT MIST, THE HAZE TO COINCIDE. MISREPRESENTED, OVEREXTENDED. A NEW DESK IN A NEW OFFICE SET TO REMIND ME OF OUR SHARED HISTORY. EVEN THOUGH YOU FELT THAT WAY, I WAS WITH THE HURRICANE LOOKING OUT ON WHAT I MADE. EVEN THOUGH YOU TOLD ME MONTHS BEFORE, SOME THINGS I COULDN'T SAY LOOKING OUT ON WHAT I MADE. THE AIR WAS TOO HEAVY. ALL STRUGGLE WHO BREATHE IT IN. THE ROPES TOO TIGHT. COMPOUNDING WHILE WE SLEEP. THE AIR WAS TOO HEAVY. THE ROPES TOO TIGHT. AND EVEN THOUGH YOU FELT THAT WAY, I WAS WITH THE HURRICANE LOOKING OUT ON WHAT I MADE. AND EVEN THOUGH YOU TOLD ME MONTHS BEFORE, SOME THINGS I COULDN'T SAY LOOKING OUT ON WHAT I MADE."
0,"From Milwaukee to Memphis, Pittsburgh to Portland, Maine"
0,"I'm a little restless, feeling like a need a change"
0,By way of Brooklyn and up to Boston
0,"I'm disenchanted, considering every option"
0,I'm thinking and thinking that being around here has me sinking
0,"And while home is always best, my neighborhood in the Midwest"
0,"I want to get lost in you, Tokyo"
0,"I've got a lot to say to you, Tokyo"
0,"It's nostalgic and quiet, but louder than silence"
0,"I want to get lost in you, Tokyo"
0,(Tokyo)
0,"Here's to folks in Michigan, back and forth to Chicago"
0,"Along the lake, within the snow"
0,I'm thinking and thinking that being around here has me sinking
0,"And while home is always best, my neighborhood in the Midwest"
0,"I want to get lost in you, Tokyo"
0,"I've got a lot to say to you, Tokyo"
0,"It's nostalgic and quiet, but louder than silence"
0,"I want to get lost in you, Tokyo"
0,"I need more nights in Paris, more time in Stockholm"
0,Some days I will be careless trying to feel known
0,"I need more nights in Paris, more time in Stockholm"
0,Some days I will be careless trying to feel
0,"I want to get lost in you, Tokyo"
0,"I've got a lot to say to you, Tokyo"
0,"It's nostalgic and quiet, but louder than silence"
0,"I want to get lost in you, Tokyo"
0,(Tokyo)
0,You hang your hand out the car window
0,We travel by the roadway's hum
0,See the signs pass
0,Watch the fields go by
0,Every mailbox
0,Every streetlight
0,Right here with me: exist amongst the wheat
0,Amidst the leaves you watch listlessly
0,"To the key of evergreen, I listen to the whisper"
0,We'll climb the mountains before we meet the sea
0,The rain will stop eventually
0,I'll drive slow across black ice
0,And you'll be safe to rest your eyes
0,"Soon enough the sun will go down; but it's no bother, I'm not tired"
0,It's no bother
0,I'm not tired I'm not tired
0,We'll climb the mountains before we meet the sea
0,The rain will stop eventually
0,I'll drive slow across black ice
0,And you'll be safe to rest your eyes
0,We'll climb the mountains before we meet the sea
0,The rain will stop eventually
0,I'll drive slow across black ice
0,And you'll be safe to rest your eyes
0,My lovely
0,My lovely
0,You'll be safe to rest your eyes
0,"THERE'S A DIAMOND LOST INSIDE THE EARTH - DEEP UNDERGROUND WITHIN THE DIRT. I DIG AND DIG TIL MY HANDS BURN, BUT I'LL NEVER FIND HER. IF THE SEASON KEEPS LIKE THIS, BONE-DRY PERMANENCE, I'LL SEND POSTCARDS I DON'T EVEN MEAN FROM HERE, THE DIM, THE BLACK UNSEEN. SO WHERE DO I GO IF THIS IS WHAT'S TO BE? HOW WILL IT END WITHOUT DESTINY? THERE'S A DIAMOND LOST INSIDE THE EARTH - DEEP UNDERGROUND WITHIN THE DIRT. I DIG AND DIG TIL MY HANDS BURN, BUT I'LL NEVER FIND HER. FOR SOME TIME NOW LOVE WANDERS OUT FURTHER AND FURTHER. DEADBOLT, LOCKDOWN, AND THEY SWEAR THAT THE KEY WAS LOST SOMEHOW. WHERE DO I GO IF THIS IS WHAT'S TO BE? HOW WILL IT END WITHOUT DESTINY? I'M COMPLICIT, UNABLE TO RETREAT, SO HOW WILL IT END? WHAT ABOUT ME? THERE'S A DIAMOND LOST INSIDE THE EARTH. I DIG AND DIG TIL MY HANDS BURN. THERE'S A DIAMOND LOST INSIDE THE EARTH. I DIG AND DIG TIL MY HANDS BURN, BUT I'LL NEVER FIND HER."
0,"ß êîíåé íàïîþ, ÿ êóïëåò äîïîþ, —"
0,Õîòü ìãíîâåíüå åù¸ ïîñòîþ íà êðàþ… [Èñòî÷íèê Êóëüòóðà.ÐÔ: https://www.culture.ru/poems/19303/koni-priveredlivye ]
0,Just don't know what to do with myself
0,I don't know what to do with myself
0,Planning everything for two
0,Doing everything with you
0,And now that were through
0,I just don't know what to do
0,I just don't know what to do with myself
0,I don't know what to do with myself
0,Movies only make me sad
0,Parties make me feel as bad
0,Cause I'm not with you
0,I just don't know what to do
0,Like a summer rose
0,Needs the sun and rain
0,I need your sweet love
0,To beat love away
0,Well I don't know what to do with myself
0,Just don't know what to do with myself
0,Planning everything for two
0,Doing everything with you
0,And now that were through
0,I just don't know what to do
0,Like a summer rose
0,Needs the sun and rain
0,I need your sweet love
0,To beat love away
0,I just don't know what to do with myself
0,Just don't know what to do with myself
0,Just don't know what to do with myself
0,I don't know what to do with myself
0,You're so sweet
0,I was in the deep
0,Under the moonlight
0,In the wind I made my escape
0,To come and find you
0,All for you
0,I lost it all
0,When I lost you
0,Take me to the moon
0,So I can get away
0,There must be more than what they say
0,Lily and the moon
0,I see you everywhere
0,"If there's another world, I will meet you there"
0,Just let me hide here
0,Just let me stay until they go
0,I'd climb to meet you
0,I'd climb all the way
0,To where they left your soul just to bring you back
0,You're so sweet
0,I was in the deep
0,Under the moonlight
0,In the wind I made my escape
0,To come and find you
0,All for you
0,All for you
0,Take me to the moon
0,So I can get away
0,There must be more than what they say
0,Lily and the moon
0,I see you everywhere
0,"If there's another world, I will meet you there"
0,Whatchu talkin bout lady
0,Sayin that you're gonna fail me
0,Is it only cuz you hate me
0,So I broke the rules
0,And I'm over the abuse
0,In hell in a classroom
0,Maybe I am dumb
0,Maybe I am numb
0,Maybe I'm just misunderstood
0,"Misdiagnosed, I'm a ghost, move on"
0,Losing confidence lately
0,Think my parents really hate me
0,Why you gotta put a rank on me
0,And when I lash out
0,Because you always put me down
0,The blame always sits with me
0,Maybe I am dumb
0,Maybe I am numb
0,Maybe I'm just misunderstood
0,"Misdiagnosed, I'm a ghost, move on"
0,But time would tell
0,"No it ain't over, not even close, cuz it's my life"
0,I don't want to stay carrying your weight
0,Your hate isn't going to define me
0,Maybe I am dumb
0,Maybe I am numb
0,Maybe I'm just misunderstood
0,"Misdiagnosed, I'm a ghost, move on"
0,What'd you mean to say
0,What'd you really say
0,You were set to betray
0,And I called you a friend
0,Like a poker game
0,Gave yourself away
0,You were giving a tell
0,But I think it's too late
0,Maybe you are
0,Maybe you aren't
0,Maybe you are the death of me
0,Maybe you are
0,Maybe you aren't
0,Maybe you are the death of me
0,Growing roots in my couch
0,Stream my life away
0,Till I mold and decay
0,Filled with anxiety
0,Eat the stress away
0,Til my hurt turns to weight
0,"I'm over caffeinated, going insane"
0,"Need to meditate to, drown it out"
0,"None of it is gonna save me, killing me slow"
0,"But I'm too afraid to change it, drown it out"
0,Maybe you are
0,Maybe you aren't
0,Maybe you are the death of me
0,Maybe you are
0,Maybe you aren't
0,Maybe you are the death of me
0,Maybe you are
0,Maybe you aren't
0,Maybe you are the death of me
0,Maybe you are
0,Maybe you aren't
0,Maybe you are the death of me
0,Ooh
0,All my life I've been a prisoner
0,All I want to be is happier
0,I'm waiting on a miracle
0,I won't let all of these things be the death of
0,Maybe you are
0,Ooh the death of me
0,Death of me
0,Maybe you are
0,Maybe you aren't
0,Maybe you are the death of me
0,Maybe you are
0,Maybe you aren't
0,Maybe you are the death of me
0,Are the death of me
0,It's just another fire
0,But anyways
0,And on the other side
0,It's hurricanes
0,Is anyone denying
0,That we have been supplying
0,Our doom
0,Flowing through a pipeline
0,We're screwed
0,Embers in the wind
0,Nothing to defend
0,The devastation spreads
0,It's not inside our heads
0,Everyone acts like nothings wrong
0,Til there's a fire on their lawn
0,But it's too late to right this wrong
0,This bed is made we're sleeping on
0,We are too dependent
0,We have gotta end it
0,We're fools
0,Decadence descending
0,We're screwed
0,Water in the wind
0,Nothing to defend
0,The devastation spreads
0,It's not inside our heads
0,"Feel it in the air, we're choking"
0,I'm not joking and we are unprepared
0,"Why does no one care, we're failing"
0,Planet ailing and we are unprepared
0,The devastation spreads
0,It's not inside our heads
0,Swear to god they got pills for this
0,Try to break it off now your still like this
0,Does seven months a ghost
0,Mean nothing
0,Red hair like a red flag
0,You want a blonde boy real bad
0,Stop blowing up my phone
0,(You'd do anything)
0,You're creeping
0,Meds and dead flowers got you feeling so alone
0,You can't call me cruel
0,When you know I've been done with you
0,You can't call me fake
0,Oh no
0,I won't be your next mistake
0,You can't call me cruel
0,You can't call me cruel
0,So don't call me
0,I swore to you I'm not feelin it
0,Lusting after love when there's none to give
0,Can't take a goddamn hint
0,It's been over
0,And October should've been the end
0,But you just went around me hit up all my friends
0,You're acting like an addict and showing up at shows
0,You can't call me
0,You can't call me
0,So don't call me
0,So don't call me
0,Brief little horrors send men to their graves
0,Without foresight they can't escape
0,They call on their loved ones with no avail
0,Doomed to fail
0,They scream pick up pick up
0,But no one is listening
0,"Get up, get up, do you hear a thing"
0,I've called you once and now I've called you twice
0,With a dead line
0,(Pre-)
0,"Well, well, this truly is a shame"
0,But from day one I knew you'd change
0,()
0,I don't wanna live in a world like this
0,Where ignorance is bliss
0,Go on you've got your wish
0,Just exist
0,I don't wanna live in a world like this
0,Infatuation takes its tole
0,You've played your roll
0,Love's not real
0,With constant blurring I'll forget your face
0,Memories fading without a trace
0,Wait for a relapse or something to break
0,Then you'll be back
0,Nights like these
0,Where I feel real
0,Reality sets in and I'll be gone again
0,(Pre-)
0,"Well, well, this truly is a shame"
0,But from day one I knew you'd change
0,()
0,I don't wanna live in a world like this
0,Where ignorance is bliss
0,Go on you've got your wish
0,Just exist
0,I don't wanna live in a world like this
0,Infatuation takes its tole
0,You've played your roll
0,Love's not real
0,Love's not real
0,The queen of hearts
0,Is tearing me apart
0,I will not give in
0,I will not give in
0,()
0,I don't wanna live in a world like this
0,Where ignorance is bliss
0,Go on you've got your wish
0,Just exist
0,I don't wanna live in a world like this
0,Infatuation takes its tole
0,You've played your roll
0,Love's not real
0,I don't wanna live in a world like this
0,I don't wanna live in a world like this
0,Can you feel their haunting presence?
0,Can you feel their haunting presence?
0,"Liar, Killer, Demon"
0,Back to the river Aras
0,Someone's blank stare deemed it warfare
0,"Liar, Killer, Demon"
0,Back to the river Aras
0,"Freedom, Freedom, Free, Free"
0,Can you hear the holy mountains?
0,"Liar, Killer, Demon"
0,Back to the river Aras
0,Someone's mouth said paint them all red
0,"Liar, Killer, Demon"
0,Back to the river Aras
0,"Freedom, Freedom, Free, Free"
0,They have all returned
0,Resting on the mountainside
0,We have learned that you have no
0,They have returned
0,Resting on the mountainside
0,We have learned that you have no
0,"Honor, Murderer, Sodomizer"
0,Back to the river Aras
0,They have returned
0,Resting on the mountainside
0,We have learned that you have no
0,"Honor, Murderer, Sodomizer"
0,Back to the river Aras
0,"Freedom, Freedom, Free, Free"
1,The curtains are closed now
1,Nothing to see
1,But a dozen dying roses at our feet
1,Your timing is perfect
1,Ironic to me
1,Showing up the moment that you shouldn't be
1,Last time I checked
1,You're the one that left
1,Last words you said
1,That you couldn't care less
1,It's funny how you miss me more than you could ever love me
1,How you couldn't give me everything and now you want it from me
1,"Yeah, it's funny how it's different now that I got somebody"
1,Yeah it's funny
1,Ooh
1,"Yeah it's funny, funny, funny, how you answer, answer, answer"
1,"'Cause his lips seem, lips seem, lips seem, both my hands are on his body"
1,Yeah it's funny how it's different now that I got somebody
1,Yeah it's funny
1,Ooh
1,Sending a message
1,Through mutual friends
1,It's like I'm talking to you using them
1,You heard I was happy
1,And I heard you're not
1,I guess freedom didn't free you like you thought
1,Last time I checked
1,You're the one that left
1,Last words you said
1,That you couldn't care less
1,It's funny how you miss me more than you could ever love me
1,How you couldn't give me everything and now you want it from me
1,"Yeah, it's funny how it's different now that I got somebody"
1,Yeah it's funny
1,Ooh
1,"Yeah it's funny, funny, funny, how you answer, answer, answer"
1,"'Cause his lips seem, lips seem, lips seem, both my hands are on his body"
1,Yeah it's funny how it's different now that I got somebody
1,Yeah it's funny
1,Ooh
1,It's funny how you miss me more than you could ever love me
1,How you couldn't give me everything and now you want it from me
1,"Yeah, it's funny how it's different now that I got somebody"
1,Yeah it's funny (yeah it's funny)
1,Ooh
1,"Yeah, it's funny how you're calling couldn't answer if I wanted"
1,'Cause his lips are on my lips and both my hands are on his body
1,Yeah it's funny how it's different now that I got somebody
1,Yeah it's funny
1,Ooh
1,"Yeah it's funny, funny, funny, how you answer, answer, answer"
1,"'Cause his lips seem, lips seem, lips seem, both my hands are on his body"
1,"Yeah, it's funny how it's different now that I got somebody"
1,Yeah it's funny
1,Ooh
1,Who's laughing now?
1,Who's laughing now?
1,Ooh
1,Who's laughing now?
1,Who's laughing now?
1,Ooh
1,"Getting on the train, getting, getting on the train"
1,"London Underground is fast, like it’s just sniffed cocaine"
1,"Tickets are expensive, shit ain’t cheap"
1,"Girl, the trains about to close, mind the doors, beep, beep"
1,"If you know, you know, okay, but keep it on the down low"
1,"Finna be my tings, don’t get gassed, only show bros"
1,"Colours, lines, electricity, that’s my rhythms"
1,"Trains are hella fun, constant shows like The Simpsons"
1,"If you see them colours, please don’t hate"
1,"Have an open mind, think a bit, and try and relate"
1,"That’s enough about that, ain’t tryna be bait"
1,"Hold up, hang on, wait a second, that’s my train now I’m late"
1,"Now I’m late, but it’s calm, and she’s chillin' and I can’t part"
1,"Everyone is stressed, like some pigs in some farm"
1,Mandem can’t fit in these little mad trains
1,"Can’t hack this bloody mess, this system is insane"
1,"Shit, woah, woah, this train has mad flow"
1,"Quick, fast, up and down, like a bloody yo-yo"
1,"Damn, yes, my Northern line is running"
1,"Peng little line, goes far to Morden, man that’s something"
1,"Getting on the train, getting, getting on the train"
1,"London Underground is fast, like it’s just sniffed cocaine"
1,"Tickets are expensive, shit ain’t cheap"
1,"Girl, the trains about to close, mind the doors, beep, beep"
1,"Businessman, you’re standing too close to the yellow line"
1,"To the, to the yellow line"
1,"C’mon bro, you’re making me not feel fine"
1,"Plus your bags in front of your legs, you’re out of your mind"
1,"And when I’m in the train, people are shy"
1,"Social anxiety, man that needs to die"
1,"Die out and dry out, but it’s a London thing, why?"
1,"When I go abroad, everyone says hi-i"
1,Cheeky quick convo on the train to my destiny
1,"Oh there’s not much space, it’s okay, come sit next to me"
1,London public sometimes seem a little bit more serious
1,If I bump into a businessman he may get furious
1,"But it’s okay, cause I’m ready for the day"
1,"Hella moody people in the train, cause the sky is grey"
1,"Jimothy is blessed, he’s loving his lifestyle"
1,"Riding these lines since young, going mad miles"
1,"Getting on the train, getting, getting on the train"
1,"London Underground is fast, like it’s just sniffed cocaine"
1,"Tickets are expensive, shit ain’t cheap"
1,"Girl, the trains about to close, mind the doors, beep, beep"
1,"Getting on the train, getting, getting on the train"
1,"London Underground is fast, like it’s just sniffed cocaine"
1,"Tickets are expensive, shit ain’t cheap"
1,"Girl, the trains about to close, mind the doors, beep, beep"
1,"Driver, driver, take me to my destiny"
1,"You’re going north, south, east, going west of me (west of me, west of me,"
1,"west of me, west of me, west of me, west of me…)"
1,Many think its brujeria
1,How he comes and disappears
1,Every move will hypnotize you
1,Some will call it chuleria
1,Others say that its the real
1,Rastafari afrogitano
1,"And he's the man alli en la disco, playin' sexy, feelin' hotter"
1,He's the king bailando el ritmo ragatanga
1,And the DJ that he knows well
1,On the spot always around twelve
1,Plays the mix that Diego mezcla con la salsa
1,Y la baila and he dances y la canta
1,"Friday night, it's party time"
1,"Feelin' ready, lookin' fine"
1,Viene Diego rumbeando
1,With the magic in his eyes
1,Checkin' every girl in sight
1,Groovin' like he does the mambo
1,"And he's the man alli en la disco, playin' sexy, feelin' hotter"
1,He's the king bailando el ritmo ragatanga
1,And the DJ that he knows well
1,On the spot always around twelve
1,Plays the mix that Diego mezcla con la salsa
1,Y la baila and he dances y la canta
1,Loretta broke my heart in a letter
1,She told me she was leaving and her life would be better
1,Joan broke it off over the phone
1,After the tone she left me alone
1,Jen said she'd never ever see me again
1,"When I saw her again, she said it again"
1,Jan met another man
1,"Liza got amnesia, just forgot who I am"
1,Felicity said there was no electricity
1,"Emily, no chemistry"
1,"Fran, ran, Bruce turned out to be a man"
1,"Flo had to go, I couldn't go with the flow"
1,Carol Brown just took the bus out of town
1,But I'm hoping that you'll stick around
1,He doesn't cook or clean
1,He's not good boyfriend material
1,"Ooh, we can eat cereal"
1,"You'll lose interest fast, , his relationships never last"
1,Shut up girlfriends from the past
1,He says he'll do one thing and then he goes and does another thing
1,Ooh
1,Who organized all my ex-girlfriends into a choir
1,And got them to sing?
1,"(Ah) ooh ooh ooh, mm shut up"
1,(Ah) shut up girlfriends from the past
1,Mimi will no longer see me
1,"Brittany, Brittany hit me"
1,"Paula, Persephone, Stella, and Stephanie"
1,There must be fifty ways that lovers have left me
1,Carol Brown just took the bus out of town
1,"Love is a delicate thing, it can just float away on the breeze"
1,He said the same thing to me
1,How can we ever know if I'm the right person in this world
1,He means he looks at other girls
1,"Love is a mystery, it does not follow a rule"
1,This guy is a fool
1,"He'll always be a boy, he's a man who never grew up"
1,I thought I told you to shut up
1,"(Ah) Mona, you told me you were in a coma"
1,"(Ah) Tiffany, you said that you had an epiphany"
1,(Ah) Mm
1,Would you like a little cereal?
1,Who organized this choir of ex-girlfriends?
1,Was it you Carol Brown?
1,Was it you Carol Brown?
1,Carol Brown just took the bus out of town
1,But I'm hoping that you'll stick around
1,Stick around
1,Ooooooo
1,Ahhhhhh
1,"I know what you want, and I know what you need"
1,"But I'm gon' screw it up, yeah"
1,"Cause I'm an idiot, and I'm your boyfriend, yes I am"
1,"An' I'm gon' take you out, and leave my wallet home"
1,"Then I'll use your cell phone, baby"
1,"Long distance, and I'm your boyfriend"
1,Baby I know I'm a man who's made mistakes
1,I still got some learning to do
1,"I made out with your best friend the other day, and"
1,Now we're best friends too
1,Yeah Yeah
1,"And I know what you want, and I know what you need"
1,"But I'm gon' screw it up, yeah"
1,"Cause I'm an idiot, and I'm your boyfriend, yes I am"
1,"And I'm gon' get you a gift, hey, but its something I like too"
1,"Hope you like this Norelco beard trimmer, with my name on it,"
1,And I'm your boyfriend
1,Bey beh beh beh beh beh
1,Yeah deh deh deh deh deh deh
1,Deh deh deh deh deh deh deh deh deh deh
1,"I'm gon' get real drunk,"
1,And call my baby up at four o'clock in the morning
1,Wake you up
1,I'm an idiot!
1,"Pick up the phone, come on"
1,"Now look,"
1,"Lets get in my dad's SUV,"
1,"And we'll go over to my house, my crib, my pad"
1,I'll tell my mom to go to sleep
1,"Then we'll have the living room all to ourselves, you see"
1,"We'll put on, some great DVD's I picked up"
1,"How bout like, something like the Matrix"
1,Ooooo
1,Ahhhhh
1,"I can turn that boom box up, and make the bass"
1,Smack the side of my mom's couch
1,Yeah!
1,"Hey baby you like fine cooking? Yeah, cause you know what?"
1,"I got a Swanson's dinner in the freezer, with your name on it"
1,Check it out
1,Yeah!
1,"I got a permanent wave, yeah!"
1,"I got a ogilvie home perm, baby"
1,Uh! I Honk the horn can you honk the horn?
1,Can you honk the horn?
1,Let me hear you honk it! Come on!
1,Let me hear you say uh uh! Yeah
1,Let me hear you say uh uh uh! Yeah
1,Let me see you say uh uh! Yeah
1,Let me hear you say uh uh uh uh uh uh uh oh yeah!
1,Let me hear you say uh uh uh uh uh uh uh oh yeah
1,"Yo, Big Shaq, the one and only"
1,"Man's not hot, never hot"
1,"Skrrat, skidi-kat-kat"
1,Boom
1,"Two plus two is four, minus one that's three, quick maths"
1,"Everyday man's on the block, smoke trees"
1,"See your girl in the park, that girl is a uckers"
1,"When the ting went quack-quack-quack, you man were ducking (you man ducked)"
1,"Hold tight, Asnee (my brotha), he's got the pumpy (big ting)"
1,"Hold tight, my man (my guy), he's got the frisbee"
1,"I trap, trap, trap on the phone, movin' that cornflakes"
1,"Rice Krispies, hold tight my girl, Whitney (my G)"
1,"On the road doin' ten toes, like my toes (like my toes)"
1,"You man thought I froze, I see a peng girl, then I pose (chilin')"
1,"If she ain't on it, I ghost, hah, look at your nose (check your nose fam)"
1,"You donut, nose long like garden hose"
1,"I tell her man's not hot, I tell her man's not hot"
1,"The girl told me, ""Take off your jacket"""
1,"I said, ""Babes, man's not hot"" (never hot)"
1,I tell her man's not hot (never hot)
1,I tell her man's not hot (never hot)
1,"The girl told me, ""Take off your jacket"""
1,"I said, ""Babes, man's not hot"" (never hot)"
1,"Hop out the four-door with the .44, it was one, two, three and four (us man)"
1,"Chillin' in the corridor (yo), your dad is forty-four"
1,"And he's still callin' man for a draw (look at him), let him know"
1,"When I see him, I'm gonna spin his jaw (finished)"
1,"Take man's Twix by force (take it), send man shop by force (send him)"
1,"Your girl knows I've got the sauce (flexin'), no ketchup (none)"
1,"Just sauce (saucy), raw sauce"
1,"Ah, yo, boom, ah"
1,"The ting goes skrrrahh, pap, pap, ka-ka-ka"
1,"Skidiki-pap-pap, and a pu-pu-pudrrrr-boom"
1,"Skya, du-du-ku-ku-dun-dun"
1,"Poom, poom, you dun know"
1,"I tell her man's not hot (man's not), I tell her man's not hot (never hot)"
1,"The girl told me, ""Take off your jacket"""
1,"I said, ""Babes, man's not hot"" (never hot)"
1,I tell her man's not hot (never hot)
1,I tell her man's not hot (never hot)
1,"The girl told me, ""Take off your jacket"""
1,"I said, ""Babes, man's not hot"""
1,"Man can never be hot (never hot), perspiration ting (spray dat)"
1,"Lynx Effect (come on), you didn't hear me did you? (nah)"
1,"Use roll-on (use that), or spray"
1,"But either way, A-B-C-D (alphabet ting)"
1,"The ting goes skrrrahh, pap, pap, ka-ka-ka"
1,"Skidiki-pap-pap, and a pu-pu-pudrrrr-boom"
1,"Skya, du-du-ku-ku-dun-dun"
1,"Poom, poom"
1,"You dun know, Big Shaq"
1,Man's not hot
1,I tell her man's not hot (never hot)
1,Forty degrees and man's not hot (come on)
1,"Yo, in the sauna, man's not hot (never hot)"
1,"Yeah, skidika-pap-pap"
1,"Ok, right, here we are"
1,"Charlie, yup, we're about to take them to the chocolate factory"
1,"Why, why are you hitting me with the fat jokes for?"
1,I'm not say - I'm just saying sort of - very
1,"Sort of unbelievable vibes going on, you know?"
1,"Ok, right, so, drip"
1,Get into my dirty meditation
1,Wow
1,"Dear gods, be with me"
1,This is happening
1,"I should probably say, shoutout to my friends in prison, shouldn't I"
1,Ok
1,"Shoutout to Martin and Tabitha, currently in the pen for tax evasion"
1,Free my jiggas!
1,Mad
1,Riding round in a rover
1,If I see opps then its over
1,I'll send man straight to Jehovah
1,I'm taking shots like M Sharapova
1,Doing up tennis
1,"Call man Dennis, I'm a Menace"
1,Doing up olives in Venice
1,"Big man ting, I'm bigger than Ben is"
1,"Stop it, otherwise Unknown P will bash mans head down like a Bop It"
1,So make like a Freddo and hop it
1,Your girl is 4 foot 4 and got bare hair on her toes like a Hobbit
1,If I see her in a club I'm doing up AJ the way I weave and bob it
1,"And I'm not from Homerton, not from Hackney"
1,Never go East because bare man try spot P like Acne
1,I'm from Surrey where me and my tandem always go hunting
1,And the galdem are thick like Theresa May on a real big bum ting
1,"19 Hunna on the new rusty,"
1,Had a gap year in Kenya came back with the feet so dusty
1,Still waking up to geese in country and never
1,Have porridge at Nans because its oh so lumpy
1,And If opps wanna show hands then I just draw for the pumpy
1,"Look at me, I'm Unknown T, I've got braids and a deep voice,"
1,I wanna bend my back and then dig it I really hurt my knee joints
1,Got a song called throwback but my girl got no back
1,"And if you wanna talk Unknowns, then you better talk P just know that"
1,"or the first time in my life, I see it clearly"
1,I realize the power of being a woman
1,Twenty nine years old and time's on my side
1,"I'm in my prime, I've hit my stride"
1,"I got so much charisma, and so many options"
1,It's nice to always have my pick
1,"There's nobody left, I'm all alone"
1,"I'm at the top of my game, possibilities are endless"
1,And I just feel really pretty
1,I'm holding out for someone who meets my standards
1,Won't settle for anything less than perfect
1,I know what I want and I can have it
1,I'm surrounded by love and peace
1,"There's nobody left, I'm all alone"
1,"Why did I wait, what's wrong with me?"
1,"In two short years, I'm gonna be 33"
1,Who the hell will want me then? My ovaries are shrinking
1,I'm disgusting and everyone feels bad for me
1,And I never get invited to dinner parties anymore
1,Things unfold when they're supposed to
1,'Cause everything happens for a reason
1,It'll happen for me when I'm not even looking
1,He'll just appear and I'll just know
1,And he'll love me forever without any work
1,Who needs to try when things are meant to be
1,There's nobody left (I'm a catch just look at me)
1,I'm all alone (I'm smart and hot and have lots of interests)
1,You're such an idiot (The man of my dreams is definitely out there)
1,You think you're so special because people tell you that now
1,"(He's my future, he's the one)"
1,But that will stop and be replaced with looks of pity
1,(He was put on this Earth to make my life complete)
1,(The world is a buffet of love)
1,"Oh, what, you think biological reality doesn't apply to you"
1,Èñòî÷íèê teksty-pesenok.ru
1,"And your adorable cocoon of agelessness? Well, it does!"
1,While you're just waiting around and focusing on you
1,Guess what? You're gonna miss your window!
1,"Everything happens for a reason, you know I truly believe that"
1,"Yeah, you said that before"
1,"Oh my God, it does, though, everything happens for a reason"
1,What about the Haitian earthquake or cellulite on skinny women?
